Date,Time,Laptime,Laptime(ms),STATUS_MAXMIN,Idc_1(A),Idc_2(A),Idc_3(A)
2026/01/14,11:07:56,4076,4076000,NORMAL,19.781,19.783,19.871
2026/01/14,11:07:57,4077,4077000,NORMAL,19.752,20.019,19.851
2026/01/14,11:07:58,4078,4078000,NORMAL,20.064,19.858,19.671
2026/01/14,11:07:59,4079,4079000,NORMAL,19.762,19.893,19.685
2026/01/14,11:08:00,4080,4080000,NORMAL,19.803,19.843,19.744
2026/01/14,11:08:01,4081,4081000,NORMAL,19.833,19.881,19.865
2026/01/14,11:08:02,4082,4082000,NORMAL,20.04,20.009,19.902
2026/01/14,11:08:03,4083,4083000,NORMAL,20.075,20.017,20.017
2026/01/14,11:08:04,4084,4084000,NORMAL,19.936,19.915,19.992
2026/01/14,11:08:05,4085,4085000,NORMAL,19.985,19.949,19.933
2026/01/14,11:08:06,4086,4086000,NORMAL,19.904,20.042,19.637
2026/01/14,11:08:07,4087,4087000,NORMAL,20.074,20.065,19.717
2026/01/14,11:08:08,4088,4088000,NORMAL,19.922,20.023,19.975
2026/01/14,11:08:09,4089,4089000,NORMAL,19.923,19.953,19.642
2026/01/14,11:08:10,4090,4090000,NORMAL,19.92,19.762,19.826
2026/01/14,11:08:11,4091,4091000,NORMAL,20.025,20.106,19.886
2026/01/14,11:08:12,4092,4092000,NORMAL,20.054,19.922,19.667
2026/01/14,11:08:13,4093,4093000,NORMAL,19.831,20.033,19.902
2026/01/14,11:08:14,4094,4094000,NORMAL,19.707,20.121,19.784
2026/01/14,11:08:15,4095,4095000,NORMAL,19.959,20.118,19.827
2026/01/14,11:08:16,4096,4096000,NORMAL,20.011,19.961,19.649
2026/01/14,11:08:17,4097,4097000,NORMAL,19.845,19.76,19.792
2026/01/14,11:08:18,4098,4098000,NORMAL,19.945,19.857,19.634
2026/01/14,11:08:19,4099,4099000,NORMAL,19.968,19.731,19.929
2026/01/14,11:08:20,4100,4100000,NORMAL,19.758,19.85,19.743
2026/01/14,11:08:21,4101,4101000,NORMAL,19.875,19.997,19.706
2026/01/14,11:08:22,4102,4102000,NORMAL,19.714,19.903,19.994
2026/01/14,11:08:23,4103,4103000,NORMAL,20.018,19.75,19.775
2026/01/14,11:08:24,4104,4104000,NORMAL,20.023,20.025,19.946
2026/01/14,11:08:25,4105,4105000,NORMAL,19.887,20.001,19.765
2026/01/14,11:08:26,4106,4106000,NORMAL,19.698,19.777,19.629
2026/01/14,11:08:27,4107,4107000,NORMAL,19.833,20.017,19.901
2026/01/14,11:08:28,4108,4108000,NORMAL,19.816,19.857,19.962
2026/01/14,11:08:29,4109,4109000,NORMAL,19.904,19.992,19.715
2026/01/14,11:08:30,4110,4110000,NORMAL,19.76,20.049,19.913
2026/01/14,11:08:31,4111,4111000,NORMAL,19.737,20.001,19.684
2026/01/14,11:08:32,4112,4112000,NORMAL,19.887,19.821,19.942
2026/01/14,11:08:33,4113,4113000,NORMAL,19.971,20.002,19.945
2026/01/14,11:08:34,4114,4114000,NORMAL,19.844,20.11,19.768
2026/01/14,11:08:35,4115,4115000,NORMAL,19.954,19.9,19.922
2026/01/14,11:08:36,4116,4116000,NORMAL,19.786,20.066,19.754
2026/01/14,11:08:37,4117,4117000,NORMAL,19.791,19.958,19.716
2026/01/14,11:08:38,4118,4118000,NORMAL,19.689,19.85,19.844
2026/01/14,11:08:39,4119,4119000,NORMAL,20.019,19.86,19.725
2026/01/14,11:08:40,4120,4120000,NORMAL,19.981,19.728,19.741
2026/01/14,11:08:41,4121,4121000,NORMAL,19.791,19.819,19.702
2026/01/14,11:08:42,4122,4122000,NORMAL,19.83,19.88,19.824
2026/01/14,11:08:43,4123,4123000,WARN,19.76,19.836,19.634
2026/01/14,11:08:44,4124,4124000,NORMAL,19.721,19.79,19.906
2026/01/14,11:08:45,4125,4125000,NORMAL,19.749,19.995,19.644
2026/01/14,11:08:46,4126,4126000,NORMAL,19.682,19.878,19.999
2026/01/14,11:08:47,4127,4127000,NORMAL,19.988,20.009,19.923
2026/01/14,11:08:48,4128,4128000,NORMAL,19.993,19.989,19.805
2026/01/14,11:08:49,4129,4129000,NORMAL,19.92,19.721,19.843
2026/01/14,11:08:50,4130,4130000,NORMAL,20.037,19.978,19.643
2026/01/14,11:08:51,4131,4131000,NORMAL,19.73,19.735,19.95
2026/01/14,11:08:52,4132,4132000,NORMAL,19.73,19.845,19.847
2026/01/14,11:08:53,4133,4133000,NORMAL,19.851,19.921,19.81
2026/01/14,11:08:54,4134,4134000,NORMAL,19.759,20.023,19.833
2026/01/14,11:08:55,4135,4135000,NORMAL,19.836,19.938,19.853
2026/01/14,11:08:56,4136,4136000,NORMAL,19.997,19.806,19.732
2026/01/14,11:08:57,4137,4137000,NORMAL,19.718,19.98,19.755
2026/01/14,11:08:58,4138,4138000,NORMAL,20.032,20.069,19.657
2026/01/14,11:08:59,4139,4139000,NORMAL,19.983,19.725,19.864
2026/01/14,11:09:00,4140,4140000,NORMAL,20.059,20.084,19.668
2026/01/14,11:09:01,4141,4141000,NORMAL,19.935,20.081,19.81
2026/01/14,11:09:02,4142,4142000,NORMAL,19.796,19.966,19.708
2026/01/14,11:09:03,4143,4143000,NORMAL,19.781,19.834,19.714
2026/01/14,11:09:04,4144,4144000,NORMAL,19.908,20.047,19.688
2026/01/14,11:09:05,4145,4145000,NORMAL,19.84,19.932,19.646
2026/01/14,11:09:06,4146,4146000,NORMAL,19.913,19.911,19.768
2026/01/14,11:09:07,4147,4147000,NORMAL,19.889,19.749,19.614
2026/01/14,11:09:08,4148,4148000,NORMAL,20.013,20.097,19.984
2026/01/14,11:09:09,4149,4149000,NORMAL,19.77,20.026,19.765
2026/01/14,11:09:10,4150,4150000,NORMAL,19.889,19.883,19.71
2026/01/14,11:09:11,4151,4151000,NORMAL,19.925,19.776,19.617
2026/01/14,11:09:12,4152,4152000,NORMAL,19.8,19.765,19.901
2026/01/14,11:09:13,4153,4153000,NORMAL,19.839,19.897,19.96
2026/01/14,11:09:14,4154,4154000,NORMAL,19.858,20.105,19.737
2026/01/14,11:09:15,4155,4155000,NORMAL,19.972,19.857,19.861
2026/01/14,11:09:16,4156,4156000,NORMAL,19.947,19.806,19.946
2026/01/14,11:09:17,4157,4157000,NORMAL,20.048,19.717,19.879
2026/01/14,11:09:18,4158,4158000,NORMAL,20.046,19.711,19.958
2026/01/14,11:09:19,4159,4159000,NORMAL,19.855,19.958,19.958
2026/01/14,11:09:20,4160,4160000,NORMAL,19.856,20.046,19.697
2026/01/14,11:09:21,4161,4161000,NORMAL,19.939,19.875,19.914
2026/01/14,11:09:22,4162,4162000,NORMAL,20.033,20.026,19.766
2026/01/14,11:09:23,4163,4163000,NORMAL,19.916,19.94,19.661
2026/01/14,11:09:24,4164,4164000,NORMAL,19.869,20.059,19.628
2026/01/14,11:09:25,4165,4165000,NORMAL,19.78,20.058,19.887
2026/01/14,11:09:26,4166,4166000,NORMAL,19.704,19.789,19.677
2026/01/14,11:09:27,4167,4167000,NORMAL,19.823,19.955,19.722
2026/01/14,11:09:28,4168,4168000,NORMAL,19.921,19.728,19.865
2026/01/14,11:09:29,4169,4169000,NORMAL,19.848,19.935,19.661
2026/01/14,11:09:30,4170,4170000,NORMAL,19.972,19.773,19.767
2026/01/14,11:09:31,4171,4171000,NORMAL,19.952,19.968,19.929
2026/01/14,11:09:32,4172,4172000,NORMAL,19.711,19.97,19.997
2026/01/14,11:09:33,4173,4173000,NORMAL,19.68,19.984,19.681
2026/01/14,11:09:34,4174,4174000,NORMAL,19.698,19.788,19.701
2026/01/14,11:09:35,4175,4175000,NORMAL,19.883,20.069,19.983
2026/01/14,11:09:36,4176,4176000,NORMAL,19.706,19.912,19.659
2026/01/14,11:09:37,4177,4177000,NORMAL,19.891,20.076,19.905
2026/01/14,11:09:38,4178,4178000,NORMAL,19.786,19.897,19.649
2026/01/14,11:09:39,4179,4179000,NORMAL,19.849,19.752,19.632
2026/01/14,11:09:40,4180,4180000,NORMAL,19.821,19.717,19.647
2026/01/14,11:09:41,4181,4181000,NORMAL,19.749,19.961,19.683
2026/01/14,11:09:42,4182,4182000,NORMAL,19.958,19.788,19.911
2026/01/14,11:09:43,4183,4183000,NORMAL,20.015,19.916,19.892
2026/01/14,11:09:44,4184,4184000,NORMAL,19.95,19.916,19.903
2026/01/14,11:09:45,4185,4185000,NORMAL,19.866,19.805,19.735
2026/01/14,11:09:46,4186,4186000,NORMAL,19.736,20.058,19.917
2026/01/14,11:09:47,4187,4187000,NORMAL,19.783,19.728,19.85
2026/01/14,11:09:48,4188,4188000,NORMAL,19.828,19.841,19.826
2026/01/14,11:09:49,4189,4189000,NORMAL,19.653,19.851,19.723
2026/01/14,11:09:50,4190,4190000,NORMAL,19.962,19.709,19.887
2026/01/14,11:09:51,4191,4191000,NORMAL,19.903,19.893,19.671
2026/01/14,11:09:52,4192,4192000,NORMAL,19.838,19.952,19.604
2026/01/14,11:09:53,4193,4193000,NORMAL,19.652,20.099,19.793
2026/01/14,11:09:54,4194,4194000,NORMAL,19.739,19.925,19.814
2026/01/14,11:09:55,4195,4195000,NORMAL,19.969,19.984,19.687
2026/01/14,11:09:56,4196,4196000,NORMAL,19.702,19.74,19.661
2026/01/14,11:09:57,4197,4197000,NORMAL,19.966,19.856,19.957
2026/01/14,11:09:58,4198,4198000,NORMAL,19.688,19.914,19.839
2026/01/14,11:09:59,4199,4199000,NORMAL,19.839,20.049,19.997
2026/01/14,11:10:00,4200,4200000,NORMAL,19.71,19.741,19.794
2026/01/14,11:10:01,4201,4201000,NORMAL,19.697,19.873,19.838
2026/01/14,11:10:02,4202,4202000,NORMAL,19.671,19.87,19.886
2026/01/14,11:10:03,4203,4203000,NORMAL,19.935,20.007,19.853
2026/01/14,11:10:04,4204,4204000,NORMAL,19.975,20.028,19.731
2026/01/14,11:10:05,4205,4205000,NORMAL,19.921,19.913,19.886
2026/01/14,11:10:06,4206,4206000,NORMAL,19.702,19.984,19.697
2026/01/14,11:10:07,4207,4207000,NORMAL,19.797,19.967,19.783
2026/01/14,11:10:08,4208,4208000,NORMAL,19.844,19.944,19.788
2026/01/14,11:10:09,4209,4209000,NORMAL,19.719,19.731,19.702
2026/01/14,11:10:10,4210,4210000,NORMAL,19.866,19.783,19.989
2026/01/14,11:10:11,4211,4211000,NORMAL,19.685,19.706,19.694
2026/01/14,11:10:12,4212,4212000,NORMAL,19.719,20.077,19.616
2026/01/14,11:10:13,4213,4213000,NORMAL,20.0,19.897,19.619
2026/01/14,11:10:14,4214,4214000,NORMAL,19.812,19.85,19.765
2026/01/14,11:10:15,4215,4215000,NORMAL,19.988,19.779,19.864
2026/01/14,11:10:16,4216,4216000,NORMAL,19.886,19.796,19.779
2026/01/14,11:10:17,4217,4217000,NORMAL,19.715,20.064,19.654
2026/01/14,11:10:18,4218,4218000,NORMAL,19.663,19.798,19.913
2026/01/14,11:10:19,4219,4219000,NORMAL,19.849,20.008,19.907
2026/01/14,11:10:20,4220,4220000,NORMAL,19.831,19.872,19.66
2026/01/14,11:10:21,4221,4221000,NORMAL,19.906,19.722,19.813
2026/01/14,11:10:22,4222,4222000,NORMAL,19.819,19.786,19.664
2026/01/14,11:10:23,4223,4223000,NORMAL,19.806,19.809,19.917
2026/01/14,11:10:24,4224,4224000,NORMAL,19.892,19.874,19.832
2026/01/14,11:10:25,4225,4225000,NORMAL,20.017,19.879,19.71
2026/01/14,11:10:26,4226,4226000,NORMAL,19.696,19.816,19.862
2026/01/14,11:10:27,4227,4227000,NORMAL,19.916,19.975,19.778
2026/01/14,11:10:28,4228,4228000,NORMAL,19.945,19.715,19.935
2026/01/14,11:10:29,4229,4229000,NORMAL,19.886,19.88,19.608
2026/01/14,11:10:30,4230,4230000,NORMAL,19.778,19.743,19.844
2026/01/14,11:10:31,4231,4231000,NORMAL,19.753,19.794,19.611
2026/01/14,11:10:32,4232,4232000,NORMAL,19.75,20.053,19.63
2026/01/14,11:10:33,4233,4233000,NORMAL,19.875,19.708,19.727
2026/01/14,11:10:34,4234,4234000,NORMAL,19.751,19.887,19.885
2026/01/14,11:10:35,4235,4235000,NORMAL,19.921,19.812,19.946
2026/01/14,11:10:36,4236,4236000,NORMAL,19.809,19.964,19.755
2026/01/14,11:10:37,4237,4237000,NORMAL,19.678,19.839,19.954
2026/01/14,11:10:38,4238,4238000,NORMAL,19.677,19.95,19.951
2026/01/14,11:10:39,4239,4239000,NORMAL,19.888,19.843,19.729
2026/01/14,11:10:40,4240,4240000,NORMAL,19.717,19.946,19.778
2026/01/14,11:10:41,4241,4241000,NORMAL,19.805,19.825,19.764
2026/01/14,11:10:42,4242,4242000,NORMAL,19.668,19.722,19.668
2026/01/14,11:10:43,4243,4243000,NORMAL,20.038,19.966,19.654
2026/01/14,11:10:44,4244,4244000,NORMAL,19.773,19.765,19.767
2026/01/14,11:10:45,4245,4245000,NORMAL,19.909,20.05,19.923
2026/01/14,11:10:46,4246,4246000,NORMAL,19.857,19.692,19.758
2026/01/14,11:10:47,4247,4247000,NORMAL,19.65,19.851,19.821
2026/01/14,11:10:48,4248,4248000,NORMAL,19.663,19.809,19.95
2026/01/14,11:10:49,4249,4249000,NORMAL,19.883,19.786,19.74
2026/01/14,11:10:50,4250,4250000,NORMAL,20.031,19.752,19.902
2026/01/14,11:10:51,4251,4251000,NORMAL,20.015,19.903,19.895
2026/01/14,11:10:52,4252,4252000,NORMAL,19.726,20.071,19.614
2026/01/14,11:10:53,4253,4253000,NORMAL,19.718,19.876,19.967
2026/01/14,11:10:54,4254,4254000,NORMAL,19.85,19.783,19.712
2026/01/14,11:10:55,4255,4255000,NORMAL,19.746,19.816,19.639
2026/01/14,11:10:56,4256,4256000,NORMAL,19.689,20.041,19.764
2026/01/14,11:10:57,4257,4257000,NORMAL,19.749,19.811,19.911
2026/01/14,11:10:58,4258,4258000,NORMAL,19.926,19.819,19.881
2026/01/14,11:10:59,4259,4259000,NORMAL,19.871,19.783,19.907
2026/01/14,11:11:00,4260,4260000,NORMAL,19.648,19.866,19.731
2026/01/14,11:11:01,4261,4261000,NORMAL,19.892,19.97,19.977
2026/01/14,11:11:02,4262,4262000,NORMAL,19.901,19.832,19.81
2026/01/14,11:11:03,4263,4263000,NORMAL,19.814,19.979,19.91
2026/01/14,11:11:04,4264,4264000,NORMAL,19.912,19.701,19.881
2026/01/14,11:11:05,4265,4265000,NORMAL,19.804,20.076,19.916
2026/01/14,11:11:06,4266,4266000,NORMAL,19.819,19.746,19.848
2026/01/14,11:11:07,4267,4267000,NORMAL,19.848,20.049,19.877
2026/01/14,11:11:08,4268,4268000,NORMAL,19.837,19.973,19.824
2026/01/14,11:11:09,4269,4269000,NORMAL,19.885,20.0,19.969
2026/01/14,11:11:10,4270,4270000,NORMAL,19.654,19.716,19.602
2026/01/14,11:11:11,4271,4271000,NORMAL,19.823,19.856,19.835
2026/01/14,11:11:12,4272,4272000,NORMAL,19.666,19.867,19.619
2026/01/14,11:11:13,4273,4273000,NORMAL,19.677,19.945,19.717
2026/01/14,11:11:14,4274,4274000,NORMAL,19.873,20.012,19.911
2026/01/14,11:11:15,4275,4275000,NORMAL,19.65,20.016,19.652
2026/01/14,11:11:16,4276,4276000,NORMAL,19.764,19.913,19.974
2026/01/14,11:11:17,4277,4277000,NORMAL,19.809,19.809,19.68
2026/01/14,11:11:18,4278,4278000,NORMAL,19.889,19.855,19.965
2026/01/14,11:11:19,4279,4279000,NORMAL,19.726,19.729,19.616
2026/01/14,11:11:20,4280,4280000,NORMAL,20.0,19.95,19.856
2026/01/14,11:11:21,4281,4281000,NORMAL,19.726,19.975,19.658
2026/01/14,11:11:22,4282,4282000,NORMAL,19.984,19.993,19.856
2026/01/14,11:11:23,4283,4283000,NORMAL,19.711,19.89,19.961
2026/01/14,11:11:24,4284,4284000,NORMAL,19.908,19.85,19.955
2026/01/14,11:11:25,4285,4285000,NORMAL,19.907,19.862,19.801
2026/01/14,11:11:26,4286,4286000,NORMAL,19.98,19.736,19.825
2026/01/14,11:11:27,4287,4287000,NORMAL,19.932,19.707,19.741
2026/01/14,11:11:28,4288,4288000,NORMAL,19.751,20.051,19.69
2026/01/14,11:11:29,4289,4289000,NORMAL,19.815,19.904,19.675
2026/01/14,11:11:30,4290,4290000,NORMAL,19.777,19.816,19.864
2026/01/14,11:11:31,4291,4291000,NORMAL,20.014,19.794,19.729
2026/01/14,11:11:32,4292,4292000,NORMAL,19.788,19.779,19.94
2026/01/14,11:11:33,4293,4293000,NORMAL,19.796,20.013,19.666
2026/01/14,11:11:34,4294,4294000,NORMAL,19.663,20.041,19.919
2026/01/14,11:11:35,4295,4295000,NORMAL,19.779,19.767,19.904
2026/01/14,11:11:36,4296,4296000,NORMAL,19.916,19.696,19.904
2026/01/14,11:11:37,4297,4297000,NORMAL,19.825,19.853,19.915
2026/01/14,11:11:38,4298,4298000,NORMAL,19.888,19.688,19.842
2026/01/14,11:11:39,4299,4299000,NORMAL,19.642,19.868,19.604
2026/01/14,11:11:40,4300,4300000,NORMAL,20.008,19.706,19.788
2026/01/14,11:11:41,4301,4301000,NORMAL,19.718,19.816,19.902
2026/01/14,11:11:42,4302,4302000,NORMAL,19.819,19.827,19.946
2026/01/14,11:11:43,4303,4303000,NORMAL,19.861,19.895,19.685
2026/01/14,11:11:44,4304,4304000,NORMAL,19.773,19.981,19.894
2026/01/14,11:11:45,4305,4305000,NORMAL,19.695,19.897,19.968
2026/01/14,11:11:46,4306,4306000,NORMAL,19.941,19.98,19.829
2026/01/14,11:11:47,4307,4307000,NORMAL,19.629,19.718,19.807
2026/01/14,11:11:48,4308,4308000,NORMAL,19.789,19.932,19.76
2026/01/14,11:11:49,4309,4309000,NORMAL,19.923,19.744,19.875
2026/01/14,11:11:50,4310,4310000,NORMAL,19.723,19.706,19.874
2026/01/14,11:11:51,4311,4311000,NORMAL,19.637,19.95,19.806
2026/01/14,11:11:52,4312,4312000,NORMAL,19.633,19.901,19.85
2026/01/14,11:11:53,4313,4313000,NORMAL,19.906,19.962,19.951
2026/01/14,11:11:54,4314,4314000,NORMAL,19.9,19.804,19.619
2026/01/14,11:11:55,4315,4315000,NORMAL,19.973,19.807,19.814
2026/01/14,11:11:56,4316,4316000,NORMAL,19.79,19.799,19.741
2026/01/14,11:11:57,4317,4317000,NORMAL,19.804,19.915,19.839
2026/01/14,11:11:58,4318,4318000,NORMAL,19.93,19.798,19.793
2026/01/14,11:11:59,4319,4319000,NORMAL,19.861,20.006,19.692
2026/01/14,11:12:00,4320,4320000,NORMAL,19.689,20.068,19.784
2026/01/14,11:12:01,4321,4321000,NORMAL,19.74,19.895,19.737
2026/01/14,11:12:02,4322,4322000,NORMAL,19.778,19.841,19.701
2026/01/14,11:12:03,4323,4323000,NORMAL,20.008,20.027,19.614
2026/01/14,11:12:04,4324,4324000,NORMAL,19.911,19.703,19.863
2026/01/14,11:12:05,4325,4325000,NORMAL,19.815,19.745,19.931
2026/01/14,11:12:06,4326,4326000,NORMAL,19.738,19.888,19.891
2026/01/14,11:12:07,4327,4327000,NORMAL,19.783,20.02,19.653
2026/01/14,11:12:08,4328,4328000,NORMAL,19.894,19.727,19.808
2026/01/14,11:12:09,4329,4329000,NORMAL,19.633,19.876,19.755
2026/01/14,11:12:10,4330,4330000,NORMAL,19.956,19.737,19.576
2026/01/14,11:12:11,4331,4331000,NORMAL,19.783,19.753,19.887
2026/01/14,11:12:12,4332,4332000,NORMAL,19.746,19.782,19.583
2026/01/14,11:12:13,4333,4333000,NORMAL,19.875,19.979,19.801
2026/01/14,11:12:14,4334,4334000,NORMAL,19.685,20.001,19.631
2026/01/14,11:12:15,4335,4335000,NORMAL,19.635,20.063,19.716
2026/01/14,11:12:16,4336,4336000,NORMAL,19.857,19.716,19.692
2026/01/14,11:12:17,4337,4337000,NORMAL,19.872,19.91,19.965
2026/01/14,11:12:18,4338,4338000,NORMAL,19.702,19.861,19.668
2026/01/14,11:12:19,4339,4339000,NORMAL,19.825,19.993,19.888
2026/01/14,11:12:20,4340,4340000,NORMAL,19.822,19.911,19.93
2026/01/14,11:12:21,4341,4341000,NORMAL,19.796,20.015,19.921
2026/01/14,11:12:22,4342,4342000,NORMAL,19.894,19.905,19.919
2026/01/14,11:12:23,4343,4343000,NORMAL,19.88,19.941,19.757
2026/01/14,11:12:24,4344,4344000,NORMAL,19.913,19.927,19.616
2026/01/14,11:12:25,4345,4345000,NORMAL,19.782,19.902,19.896
2026/01/14,11:12:26,4346,4346000,NORMAL,19.966,20.014,19.778
2026/01/14,11:12:27,4347,4347000,NORMAL,19.735,19.681,19.602
2026/01/14,11:12:28,4348,4348000,NORMAL,19.738,19.867,19.776
2026/01/14,11:12:29,4349,4349000,NORMAL,19.784,19.685,19.727
2026/01/14,11:12:30,4350,4350000,NORMAL,19.631,20.044,19.667
2026/01/14,11:12:31,4351,4351000,NORMAL,19.864,20.038,19.749
2026/01/14,11:12:32,4352,4352000,NORMAL,19.96,19.815,19.919
2026/01/14,11:12:33,4353,4353000,NORMAL,19.853,19.763,19.963
2026/01/14,11:12:34,4354,4354000,NORMAL,19.833,19.853,19.821
2026/01/14,11:12:35,4355,4355000,NORMAL,19.953,20.053,19.647
2026/01/14,11:12:36,4356,4356000,NORMAL,19.902,19.894,19.71
2026/01/14,11:12:37,4357,4357000,NORMAL,19.628,19.752,19.742
2026/01/14,11:12:38,4358,4358000,NORMAL,19.915,20.003,19.628
2026/01/14,11:12:39,4359,4359000,NORMAL,19.869,19.811,19.704
2026/01/14,11:12:40,4360,4360000,NORMAL,19.823,19.831,19.627
2026/01/14,11:12:41,4361,4361000,NORMAL,19.642,19.968,19.649
2026/01/14,11:12:42,4362,4362000,NORMAL,19.772,19.997,19.719
2026/01/14,11:12:43,4363,4363000,NORMAL,19.921,19.893,19.783
2026/01/14,11:12:44,4364,4364000,NORMAL,19.782,19.717,19.939
2026/01/14,11:12:45,4365,4365000,NORMAL,20.012,20.06,19.879
2026/01/14,11:12:46,4366,4366000,NORMAL,19.747,19.825,19.586
2026/01/14,11:12:47,4367,4367000,NORMAL,19.733,19.932,19.597
2026/01/14,11:12:48,4368,4368000,NORMAL,19.795,19.754,19.707
2026/01/14,11:12:49,4369,4369000,NORMAL,19.693,19.901,19.944
2026/01/14,11:12:50,4370,4370000,NORMAL,19.69,19.97,19.681
2026/01/14,11:12:51,4371,4371000,NORMAL,19.819,19.89,19.832
2026/01/14,11:12:52,4372,4372000,NORMAL,19.907,20.036,19.628
2026/01/14,11:12:53,4373,4373000,NORMAL,19.83,19.69,19.948
2026/01/14,11:12:54,4374,4374000,NORMAL,19.975,19.775,19.672
2026/01/14,11:12:55,4375,4375000,NORMAL,19.67,19.977,19.931
2026/01/14,11:12:56,4376,4376000,NORMAL,19.938,20.044,19.954
2026/01/14,11:12:57,4377,4377000,NORMAL,19.959,19.737,19.753
2026/01/14,11:12:58,4378,4378000,NORMAL,19.97,19.749,19.744
2026/01/14,11:12:59,4379,4379000,NORMAL,19.652,19.932,19.626
2026/01/14,11:13:00,4380,4380000,NORMAL,19.723,19.972,19.945
2026/01/14,11:13:01,4381,4381000,NORMAL,19.657,19.74,19.855
2026/01/14,11:13:02,4382,4382000,NORMAL,19.788,19.785,19.858
2026/01/14,11:13:03,4383,4383000,NORMAL,20.008,19.858,19.872
2026/01/14,11:13:04,4384,4384000,NORMAL,19.724,19.749,19.695
2026/01/14,11:13:05,4385,4385000,NORMAL,20.009,20.009,19.878
2026/01/14,11:13:06,4386,4386000,NORMAL,19.752,19.711,19.937
2026/01/14,11:13:07,4387,4387000,NORMAL,19.879,19.941,19.857
2026/01/14,11:13:08,4388,4388000,NORMAL,19.615,19.889,19.709
2026/01/14,11:13:09,4389,4389000,NORMAL,19.946,19.776,19.676
2026/01/14,11:13:10,4390,4390000,NORMAL,19.869,20.01,19.648
2026/01/14,11:13:11,4391,4391000,NORMAL,19.713,19.995,19.615
2026/01/14,11:13:12,4392,4392000,NORMAL,19.972,19.912,19.559
2026/01/14,11:13:13,4393,4393000,NORMAL,19.758,19.95,19.958
2026/01/14,11:13:14,4394,4394000,NORMAL,19.91,19.769,19.953
2026/01/14,11:13:15,4395,4395000,NORMAL,19.69,20.037,19.614
2026/01/14,11:13:16,4396,4396000,NORMAL,19.924,19.775,19.823
2026/01/14,11:13:17,4397,4397000,NORMAL,19.794,19.723,19.607
2026/01/14,11:13:18,4398,4398000,NORMAL,19.849,19.909,19.569
2026/01/14,11:13:19,4399,4399000,NORMAL,19.732,19.802,19.762
2026/01/14,11:13:20,4400,4400000,NORMAL,19.671,19.746,19.729
2026/01/14,11:13:21,4401,4401000,NORMAL,19.799,19.687,19.793
2026/01/14,11:13:22,4402,4402000,NORMAL,19.919,19.981,19.876
2026/01/14,11:13:23,4403,4403000,NORMAL,19.734,19.967,19.698
2026/01/14,11:13:24,4404,4404000,NORMAL,19.931,19.74,19.785
2026/01/14,11:13:25,4405,4405000,NORMAL,19.899,19.89,19.868
2026/01/14,11:13:26,4406,4406000,NORMAL,19.939,20.038,19.808
2026/01/14,11:13:27,4407,4407000,NORMAL,19.987,19.97,19.781
2026/01/14,11:13:28,4408,4408000,NORMAL,19.81,20.032,19.955
2026/01/14,11:13:29,4409,4409000,NORMAL,19.765,19.751,19.619
2026/01/14,11:13:30,4410,4410000,NORMAL,19.824,19.958,19.816
2026/01/14,11:13:31,4411,4411000,NORMAL,19.952,19.874,19.723
2026/01/14,11:13:32,4412,4412000,NORMAL,19.927,19.92,19.703
2026/01/14,11:13:33,4413,4413000,NORMAL,19.781,19.747,19.925
2026/01/14,11:13:34,4414,4414000,NORMAL,19.695,19.848,19.629
2026/01/14,11:13:35,4415,4415000,NORMAL,19.774,19.999,19.777
2026/01/14,11:13:36,4416,4416000,NORMAL,19.663,20.007,19.556
2026/01/14,11:13:37,4417,4417000,NORMAL,19.759,19.88,19.672
2026/01/14,11:13:38,4418,4418000,NORMAL,19.616,20.029,19.619
2026/01/14,11:13:39,4419,4419000,NORMAL,19.824,19.663,19.812
2026/01/14,11:13:40,4420,4420000,NORMAL,19.917,19.834,19.904
2026/01/14,11:13:41,4421,4421000,NORMAL,19.741,19.966,19.824
2026/01/14,11:13:42,4422,4422000,NORMAL,19.629,19.797,19.923
2026/01/14,11:13:43,4423,4423000,NORMAL,19.886,20.03,19.935
2026/01/14,11:13:44,4424,4424000,NORMAL,19.923,19.713,19.557
2026/01/14,11:13:45,4425,4425000,NORMAL,19.617,19.774,19.888
2026/01/14,11:13:46,4426,4426000,NORMAL,19.755,19.855,19.933
2026/01/14,11:13:47,4427,4427000,NORMAL,19.792,19.773,19.643
2026/01/14,11:13:48,4428,4428000,NORMAL,19.629,19.763,19.635
2026/01/14,11:13:49,4429,4429000,NORMAL,19.662,19.898,19.871
2026/01/14,11:13:50,4430,4430000,NORMAL,19.774,19.89,19.85
2026/01/14,11:13:51,4431,4431000,NORMAL,19.666,19.957,19.818
2026/01/14,11:13:52,4432,4432000,NORMAL,19.999,19.689,19.554
2026/01/14,11:13:53,4433,4433000,NORMAL,19.62,19.669,19.819
2026/01/14,11:13:54,4434,4434000,NORMAL,19.85,19.81,19.648
2026/01/14,11:13:55,4435,4435000,NORMAL,19.973,19.728,19.813
2026/01/14,11:13:56,4436,4436000,NORMAL,19.941,19.869,19.852
2026/01/14,11:13:57,4437,4437000,NORMAL,19.967,19.766,19.922
2026/01/14,11:13:58,4438,4438000,NORMAL,19.601,19.801,19.746
2026/01/14,11:13:59,4439,4439000,NORMAL,19.849,19.919,19.725
2026/01/14,11:14:00,4440,4440000,NORMAL,19.952,19.989,19.757
2026/01/14,11:14:01,4441,4441000,NORMAL,19.947,19.833,19.852
2026/01/14,11:14:02,4442,4442000,NORMAL,19.956,19.734,19.857
